ID,scenario_nr,response,location,person,misconception,condition_medium,condition_bystanders,item_nr,correct,certainty,gender,age,language,language_skill
a3zak82z,39,7,train,friend,Eskimo words for snow,offline,several,16,1,5,male,22,dutch,fluent
a3zak82z,41,8,movie theater,stranger,Vikings horned helmets,offline,none,12,1,4,male,22,dutch,fluent
a3zak82z,42,7,museum,colleague,lightning never strikes twice,offline,several,8,0,2,male,22,dutch,fluent
a3zak82z,43,9,festival,stranger,10% brain,offline,none,1,1,5,male,22,dutch,fluent
a3zak82z,45,7,movie theater,friend,Eskimo words for snow,offline,several,16,1,5,male,22,dutch,fluent
a3zak82z,48,8,bar,colleague,10% brain,offline,several,1,1,5,male,22,dutch,fluent
to1goiby,2,8,movie theater,friend,eating before swimming,offline,several,4,1,5,female,18,dutch,fluent
to1goiby,3,6,university,friend,shaving hair,offline,several,3,0,4,female,18,dutch,fluent
to1goiby,4,7,book store,friend,cracking knuckles,offline,none,2,1,2,female,18,dutch,fluent
to1goiby,5,8,movie theater,student,10% brain,offline,none,1,0,4,female,18,dutch,fluent
to1goiby,6,7,festival,friend,Great Wall of China,offline,none,7,0,2,female,18,dutch,fluent
to1goiby,7,2,festival,student,Vikings horned helmets,offline,several,12,0,3,female,18,dutch,fluent
to1goiby,8,4,book store,stranger,heavy knights armor,offline,none,14,0,4,female,18,dutch,fluent
to1goiby,9,4,festival,stranger,high altitude coin,offline,several,9,0,4,female,18,dutch,fluent
to1goiby,10,2,bar,colleague,lightning never strikes twice,offline,several,8,1,3,female,18,dutch,fluent
to1goiby,13,4,book store,colleague,short Napoleon,offline,none,13,0,5,female,18,dutch,fluent
to1goiby,14,8,university,colleague,10% brain,offline,none,1,0,4,female,18,dutch,fluent
to1goiby,15,8,museum,friend,heavy knights armor,offline,none,14,0,4,female,18,dutch,fluent
to1goiby,16,6,museum,stranger,shaving hair,offline,several,3,0,4,female,18,dutch,fluent
to1goiby,17,5,train,friend,Eskimo words for snow,offline,several,16,0,3,female,18,dutch,fluent
to1goiby,18,6,movie theater,friend,lightning never strikes twice,offline,several,8,1,3,female,18,dutch,fluent
to1goiby,19,4,bar,friend,high altitude coin,offline,none,9,0,4,female,18,dutch,fluent
to1goiby,20,3,bar,student,eating before swimming,offline,several,4,1,5,female,18,dutch,fluent
to1goiby,21,4,university,student,shaving hair,offline,several,3,0,4,female,18,dutch,fluent
to1goiby,23,8,university,stranger,bulls red cape,offline,none,6,1,1,female,18,dutch,fluent
to1goiby,25,6,book store,colleague,short Napoleon,offline,none,13,0,5,female,18,dutch,fluent
to1goiby,26,6,park,friend,Columbus discovered America,offline,none,10,0,1,female,18,dutch,fluent
to1goiby,27,6,museum,student,Vikings horned helmets,offline,none,12,0,3,female,18,dutch,fluent
to1goiby,29,2,movie theater,stranger,Great Wall of China,offline,several,7,0,2,female,18,dutch,fluent
to1goiby,32,6,park,stranger,bulls red cape,offline,none,6,1,1,female,18,dutch,fluent
to1goiby,33,6,bar,friend,Columbus discovered America,offline,several,10,0,1,female,18,dutch,fluent
to1goiby,39,6,train,stranger,ostriches head in sand,offline,several,5,0,2,female,18,dutch,fluent
to1goiby,41,3,festival,stranger,wait 24 hours,offline,several,15,0,4,female,18,dutch,fluent
to1goiby,43,5,museum,student,Great Wall of China,offline,several,7,0,2,female,18,dutch,fluent
to1goiby,44,7,train,colleague,wait 24 hours,offline,none,15,0,4,female,18,dutch,fluent
to1goiby,46,8,park,friend,Middle Ages life expectancy,offline,none,11,1,3,female,18,dutch,fluent
to1goiby,47,6,park,colleague,ostriches head in sand,offline,none,5,0,2,female,18,dutch,fluent
to1goiby,48,5,train,stranger,Columbus discovered America,offline,none,10,0,1,female,18,dutch,fluent
879sbcvb,1,6,bar,colleague,eating before swimming,offline,several,4,0,4,female,18,dutch,advanced
879sbcvb,2,5,train,student,bulls red cape,offline,several,6,1,4,female,18,dutch,advanced
879sbcvb,7,7,movie theater,friend,bulls red cape,offline,none,6,1,4,female,18,dutch,advanced
879sbcvb,8,6,bar,colleague,Middle Ages life expectancy,offline,several,11,1,2,female,18,dutch,advanced
879sbcvb,9,7,movie theater,colleague,wait 24 hours,offline,none,15,1,3,female,18,dutch,advanced
879sbcvb,10,4,university,friend,shaving hair,offline,several,3,0,2,female,18,dutch,advanced
879sbcvb,11,4,book store,colleague,Vikings horned helmets,offline,several,12,1,5,female,18,dutch,advanced
879sbcvb,13,6,museum,colleague,Vikings horned helmets,offline,several,12,1,5,female,18,dutch,advanced
879sbcvb,14,5,park,friend,cracking knuckles,offline,several,2,1,4,female,18,dutch,advanced
879sbcvb,15,6,museum,student,high altitude coin,offline,none,9,0,3,female,18,dutch,advanced
879sbcvb,16,6,park,student,wait 24 hours,offline,none,15,1,3,female,18,dutch,advanced
879sbcvb,17,6,bar,friend,ostriches head in sand,offline,none,5,1,1,female,18,dutch,advanced
879sbcvb,18,5,university,colleague,Eskimo words for snow,offline,none,16,0,4,female,18,dutch,advanced
879sbcvb,23,6,book store,colleague,heavy knights armor,offline,none,14,0,3,female,18,dutch,advanced
879sbcvb,27,5,university,student,eating before swimming,offline,several,4,0,4,female,18,dutch,advanced
879sbcvb,28,1,festival,stranger,cracking knuckles,offline,several,2,1,4,female,18,dutch,advanced
879sbcvb,29,1,book store,stranger,Middle Ages life expectancy,offline,none,11,1,2,female,18,dutch,advanced
879sbcvb,30,1,book store,stranger,Columbus discovered America,offline,none,10,0,3,female,18,dutch,advanced
879sbcvb,31,5,movie theater,student,heavy knights armor,offline,several,14,0,3,female,18,dutch,advanced
879sbcvb,32,1,park,stranger,10% brain,offline,several,1,1,1,female,18,dutch,advanced
879sbcvb,34,7,museum,friend,high altitude coin,offline,several,9,0,3,female,18,dutch,advanced
879sbcvb,35,6,movie theater,student,Vikings horned helmets,offline,none,12,1,5,female,18,dutch,advanced
879sbcvb,37,1,museum,stranger,cracking knuckles,offline,none,2,1,4,female,18,dutch,advanced
879sbcvb,38,7,train,friend,eating before swimming,offline,none,4,0,4,female,18,dutch,advanced
879sbcvb,40,4,festival,friend,Eskimo words for snow,offline,none,16,0,4,female,18,dutch,advanced
879sbcvb,41,7,train,colleague,shaving hair,offline,none,3,0,2,female,18,dutch,advanced
879sbcvb,42,5,bar,friend,lightning never strikes twice,offline,several,8,1,3,female,18,dutch,advanced
879sbcvb,43,1,train,stranger,Great Wall of China,offline,several,7,1,2,female,18,dutch,advanced
879sbcvb,44,5,park,friend,Eskimo words for snow,offline,several,16,0,4,female,18,dutch,advanced
879sbcvb,45,6,university,colleague,wait 24 hours,offline,several,15,1,3,female,18,dutch,advanced
879sbcvb,46,5,festival,colleague,Columbus discovered America,offline,none,10,0,3,female,18,dutch,advanced
879sbcvb,47,4,festival,friend,Columbus discovered America,offline,several,10,0,3,female,18,dutch,advanced
oye781xo,2,7,festival,colleague,Vikings horned helmets,offline,none,12,0,2,female,19,dutch,advanced
oye781xo,3,7,museum,stranger,heavy knights armor,offline,none,14,0,3,female,19,dutch,advanced
oye781xo,5,9,movie theater,friend,Columbus discovered America,offline,several,10,1,3,female,19,dutch,advanced
oye781xo,7,6,university,student,Great Wall of China,offline,several,7,1,3,female,19,dutch,advanced
oye781xo,9,8,park,friend,lightning never strikes twice,offline,several,8,0,3,female,19,dutch,advanced
oye781xo,10,7,movie theater,colleague,heavy knights armor,offline,several,14,0,3,female,19,dutch,advanced
oye781xo,11,7,festival,colleague,Vikings horned helmets,offline,several,12,0,2,female,19,dutch,advanced
oye781xo,13,5,movie theater,stranger,short Napoleon,offline,several,13,0,2,female,19,dutch,advanced
oye781xo,14,7,train,colleague,Great Wall of China,offline,several,7,1,3,female,19,dutch,advanced
oye781xo,15,8,park,stranger,shaving hair,offline,several,3,1,3,female,19,dutch,advanced
oye781xo,16,7,movie theater,stranger,eating before swimming,offline,none,4,1,4,female,19,dutch,advanced
oye781xo,20,7,bar,colleague,high altitude coin,offline,several,9,0,4,female,19,dutch,advanced
oye781xo,21,9,university,friend,shaving hair,offline,none,3,1,3,female,19,dutch,advanced
oye781xo,22,8,bar,colleague,ostriches head in sand,offline,none,5,1,1,female,19,dutch,advanced
oye781xo,23,7,park,student,Eskimo words for snow,offline,several,16,1,2,female,19,dutch,advanced
oye781xo,25,7,train,colleague,Middle Ages life expectancy,offline,several,11,0,4,female,19,dutch,advanced
oye781xo,26,8,festival,colleague,shaving hair,offline,none,3,1,3,female,19,dutch,advanced
oye781xo,27,7,book store,student,Eskimo words for snow,offline,none,16,1,2,female,19,dutch,advanced
oye781xo,28,7,park,student,wait 24 hours,offline,several,15,0,1,female,19,dutch,advanced
oye781xo,29,9,university,friend,10% brain,offline,none,1,1,1,female,19,dutch,advanced
oye781xo,30,8,museum,colleague,eating before swimming,offline,none,4,1,4,female,19,dutch,advanced
oye781xo,32,8,bar,student,Middle Ages life expectancy,offline,several,11,0,4,female,19,dutch,advanced
oye781xo,34,7,bar,friend,bulls red cape,offline,several,6,0,2,female,19,dutch,advanced
oye781xo,37,8,book store,student,heavy knights armor,offline,none,14,0,3,female,19,dutch,advanced
oye781xo,38,6,book store,stranger,cracking knuckles,offline,none,2,0,2,female,19,dutch,advanced
oye781xo,39,8,book store,friend,eating before swimming,offline,several,4,1,4,female,19,dutch,advanced
oye781xo,40,9,train,friend,10% brain,offline,none,1,1,1,female,19,dutch,advanced
oye781xo,43,9,train,friend,Columbus discovered America,offline,none,10,1,3,female,19,dutch,advanced
oye781xo,44,6,university,stranger,Eskimo words for snow,offline,several,16,1,2,female,19,dutch,advanced
oye781xo,45,7,museum,colleague,high altitude coin,offline,several,9,0,4,female,19,dutch,advanced
oye781xo,47,7,festival,student,Columbus discovered America,offline,several,10,1,3,female,19,dutch,advanced
oye781xo,48,6,museum,stranger,ostriches head in sand,offline,several,5,1,1,female,19,dutch,advanced
f7rwoxoi,3,8,museum,friend,Columbus discovered America,offline,none,10,1,3,female,22,dutch,fluent
f7rwoxoi,5,8,book store,colleague,Vikings horned helmets,offline,none,12,0,4,female,22,dutch,fluent
f7rwoxoi,7,8,university,friend,bulls red cape,offline,several,6,1,4,female,22,dutch,fluent
f7rwoxoi,9,8,park,student,ostriches head in sand,offline,none,5,0,2,female,22,dutch,fluent
f7rwoxoi,10,8,university,colleague,Great Wall of China,offline,several,7,0,4,female,22,dutch,fluent
f7rwoxoi,11,8,festival,friend,bulls red cape,offline,several,6,1,4,female,22,dutch,fluent
f7rwoxoi,12,7,train,stranger,eating before swimming,offline,none,4,0,3,female,22,dutch,fluent
f7rwoxoi,13,8,museum,student,cracking knuckles,offline,none,2,0,4,female,22,dutch,fluent
f7rwoxoi,14,8,park,student,wait 24 hours,offline,none,15,0,4,female,22,dutch,fluent
f7rwoxoi,15,7,book store,colleague,shaving hair,offline,none,3,0,4,female,22,dutch,fluent
f7rwoxoi,16,6,bar,stranger,Eskimo words for snow,offline,several,16,0,5,female,22,dutch,fluent
f7rwoxoi,17,7,movie theater,stranger,10% brain,offline,several,1,1,3,female,22,dutch,fluent
f7rwoxoi,18,6,bar,stranger,Eskimo words for snow,offline,several,16,0,5,female,22,dutch,fluent
f7rwoxoi,21,8,university,friend,high altitude coin,offline,none,9,0,4,female,22,dutch,fluent
f7rwoxoi,24,6,movie theater,colleague,Middle Ages life expectancy,offline,several,11,1,2,female,22,dutch,fluent
f7rwoxoi,26,7,movie theater,colleague,shaving hair,offline,several,3,0,4,female,22,dutch,fluent
f7rwoxoi,27,7,train,colleague,short Napoleon,offline,several,13,0,5,female,22,dutch,fluent
f7rwoxoi,30,8,university,friend,Columbus discovered America,offline,none,10,1,3,female,22,dutch,fluent
f7rwoxoi,31,6,bar,stranger,Vikings horned helmets,offline,several,12,0,4,female,22,dutch,fluent
f7rwoxoi,33,7,festival,stranger,wait 24 hours,offline,several,15,0,4,female,22,dutch,fluent
f7rwoxoi,35,8,train,student,Great Wall of China,offline,several,7,0,4,female,22,dutch,fluent
f7rwoxoi,36,8,book store,student,cracking knuckles,offline,none,2,0,4,female,22,dutch,fluent
f7rwoxoi,37,8,museum,stranger,lightning never strikes twice,offline,none,8,0,1,female,22,dutch,fluent
f7rwoxoi,38,7,museum,student,bulls red cape,offline,several,6,1,4,female,22,dutch,fluent
f7rwoxoi,39,8,park,stranger,Columbus discovered America,offline,none,10,1,3,female,22,dutch,fluent
f7rwoxoi,40,7,train,colleague,cracking knuckles,offline,several,2,0,4,female,22,dutch,fluent
f7rwoxoi,41,7,bar,colleague,short Napoleon,offline,several,13,0,5,female,22,dutch,fluent
f7rwoxoi,42,8,book store,friend,Great Wall of China,offline,none,7,0,4,female,22,dutch,fluent
f7rwoxoi,43,7,festival,friend,10% brain,offline,several,1,1,3,female,22,dutch,fluent
f7rwoxoi,45,7,festival,stranger,Vikings horned helmets,offline,none,12,0,4,female,22,dutch,fluent
f7rwoxoi,47,8,park,friend,wait 24 hours,offline,several,15,0,4,female,22,dutch,fluent
f7rwoxoi,48,8,movie theater,friend,ostriches head in sand,offline,several,5,0,2,female,22,dutch,fluent
umpzeh0l,3,9,train,friend,wait 24 hours,offline,several,15,1,4,male,19,dutch,advanced
umpzeh0l,5,7,park,friend,shaving hair,offline,several,3,0,5,male,19,dutch,advanced
umpzeh0l,8,8,museum,friend,Great Wall of China,offline,none,7,1,4,male,19,dutch,advanced
umpzeh0l,9,7,bar,stranger,Middle Ages life expectancy,offline,several,11,0,5,male,19,dutch,advanced
umpzeh0l,10,9,festival,friend,eating before swimming,offline,none,4,1,5,male,19,dutch,advanced
umpzeh0l,11,4,train,student,shaving hair,offline,none,3,0,5,male,19,dutch,advanced
umpzeh0l,12,7,movie theater,friend,Columbus discovered America,offline,several,10,1,4,male,19,dutch,advanced
umpzeh0l,13,8,university,stranger,bulls red cape,offline,none,6,1,3,male,19,dutch,advanced
umpzeh0l,16,6,university,student,eating before swimming,offline,several,4,1,5,male,19,dutch,advanced
umpzeh0l,18,7,park,student,shaving hair,offline,none,3,0,5,male,19,dutch,advanced
umpzeh0l,19,8,book store,colleague,short Napoleon,offline,several,13,1,3,male,19,dutch,advanced
umpzeh0l,22,6,museum,stranger,Middle Ages life expectancy,offline,several,11,0,5,male,19,dutch,advanced
umpzeh0l,23,8,park,colleague,Great Wall of China,offline,none,7,1,4,male,19,dutch,advanced
umpzeh0l,25,9,bar,friend,high altitude coin,offline,none,9,0,3,male,19,dutch,advanced
umpzeh0l,26,8,university,student,Vikings horned helmets,offline,none,12,0,5,male,19,dutch,advanced
umpzeh0l,28,8,festival,friend,Middle Ages life expectancy,offline,none,11,0,5,male,19,dutch,advanced
umpzeh0l,30,6,train,stranger,Eskimo words for snow,offline,none,16,0,4,male,19,dutch,advanced
umpzeh0l,31,7,festival,colleague,Vikings horned helmets,offline,none,12,0,5,male,19,dutch,advanced
umpzeh0l,32,7,book store,student,10% brain,offline,several,1,1,5,male,19,dutch,advanced
umpzeh0l,33,6,museum,colleague,high altitude coin,offline,several,9,0,3,male,19,dutch,advanced
umpzeh0l,34,9,museum,stranger,wait 24 hours,offline,several,15,1,4,male,19,dutch,advanced
umpzeh0l,36,6,movie theater,colleague,ostriches head in sand,offline,several,5,1,2,male,19,dutch,advanced
umpzeh0l,37,8,bar,student,10% brain,offline,several,1,1,5,male,19,dutch,advanced
umpzeh0l,38,9,festival,colleague,ostriches head in sand,offline,none,5,1,2,male,19,dutch,advanced
umpzeh0l,39,8,movie theater,friend,short Napoleon,offline,none,13,1,3,male,19,dutch,advanced
umpzeh0l,40,7,train,stranger,cracking knuckles,offline,none,2,1,3,male,19,dutch,advanced
umpzeh0l,41,6,book store,colleague,Eskimo words for snow,offline,none,16,0,4,male,19,dutch,advanced
umpzeh0l,42,9,park,student,cracking knuckles,offline,several,2,1,3,male,19,dutch,advanced
umpzeh0l,43,7,book store,student,lightning never strikes twice,offline,none,8,1,5,male,19,dutch,advanced
umpzeh0l,44,9,bar,student,wait 24 hours,offline,several,15,1,4,male,19,dutch,advanced
umpzeh0l,45,9,university,friend,bulls red cape,offline,none,6,1,3,male,19,dutch,advanced
umpzeh0l,48,8,movie theater,friend,eating before swimming,offline,several,4,1,5,male,19,dutch,advanced
hnmcik28,1,8,movie theater,student,wait 24 hours,offline,several,15,1,3,male,20,dutch,fluent
hnmcik28,2,7,bar,colleague,Middle Ages life expectancy,offline,several,11,0,5,male,20,dutch,fluent
hnmcik28,4,6,book store,student,shaving hair,offline,several,3,0,4,male,20,dutch,fluent
hnmcik28,7,8,bar,colleague,heavy knights armor,offline,several,14,0,4,male,20,dutch,fluent
hnmcik28,8,8,festival,stranger,high altitude coin,offline,none,9,0,4,male,20,dutch,fluent
hnmcik28,9,8,train,stranger,cracking knuckles,offline,none,2,0,3,male,20,dutch,fluent
hnmcik28,11,9,train,student,Columbus discovered America,offline,none,10,0,5,male,20,dutch,fluent
hnmcik28,13,8,park,friend,shaving hair,offline,several,3,0,4,male,20,dutch,fluent
hnmcik28,14,6,university,stranger,Great Wall of China,offline,several,7,1,2,male,20,dutch,fluent
hnmcik28,15,7,festival,stranger,heavy knights armor,offline,several,14,0,4,male,20,dutch,fluent
hnmcik28,17,8,park,friend,bulls red cape,offline,several,6,0,4,male,20,dutch,fluent
hnmcik28,18,7,book store,stranger,Great Wall of China,offline,none,7,1,2,male,20,dutch,fluent
hnmcik28,19,6,museum,stranger,shaving hair,offline,none,3,0,4,male,20,dutch,fluent
hnmcik28,20,6,movie theater,friend,short Napoleon,offline,none,13,0,5,male,20,dutch,fluent
hnmcik28,23,7,book store,student,Eskimo words for snow,offline,none,16,1,4,male,20,dutch,fluent
hnmcik28,24,8,festival,student,10% brain,offline,several,1,1,4,male,20,dutch,fluent
hnmcik28,25,7,museum,stranger,Great Wall of China,offline,none,7,1,2,male,20,dutch,fluent
hnmcik28,27,6,museum,stranger,Vikings horned helmets,offline,several,12,1,4,male,20,dutch,fluent
hnmcik28,29,8,bar,friend,short Napoleon,offline,several,13,0,5,male,20,dutch,fluent
hnmcik28,30,9,movie theater,friend,cracking knuckles,offline,several,2,0,3,male,20,dutch,fluent
hnmcik28,32,6,park,stranger,eating before swimming,offline,several,4,0,4,male,20,dutch,fluent
hnmcik28,33,7,university,colleague,ostriches head in sand,offline,several,5,1,4,male,20,dutch,fluent
hnmcik28,35,7,festival,stranger,Middle Ages life expectancy,offline,several,11,0,5,male,20,dutch,fluent
hnmcik28,36,8,train,colleague,eating before swimming,offline,none,4,0,4,male,20,dutch,fluent
hnmcik28,37,7,book store,student,lightning never strikes twice,offline,none,8,0,4,male,20,dutch,fluent
hnmcik28,38,8,university,student,bulls red cape,offline,several,6,0,4,male,20,dutch,fluent
hnmcik28,39,8,train,colleague,high altitude coin,offline,none,9,0,4,male,20,dutch,fluent
hnmcik28,40,7,university,stranger,wait 24 hours,offline,several,15,1,3,male,20,dutch,fluent
hnmcik28,41,8,park,student,eating before swimming,offline,none,4,0,4,male,20,dutch,fluent
hnmcik28,42,7,bar,colleague,Vikings horned helmets,offline,none,12,1,4,male,20,dutch,fluent
hnmcik28,45,7,movie theater,friend,Eskimo words for snow,offline,several,16,1,4,male,20,dutch,fluent
hnmcik28,47,9,museum,student,10% brain,offline,several,1,1,4,male,20,dutch,fluent
qpllege3,4,3,museum,student,high altitude coin,offline,none,9,0,4,female,23,dutch,advanced
qpllege3,5,4,bar,friend,eating before swimming,offline,none,4,0,2,female,23,dutch,advanced
qpllege3,6,3,university,student,bulls red cape,offline,several,6,0,2,female,23,dutch,advanced
qpllege3,7,2,train,student,ostriches head in sand,offline,none,5,1,2,female,23,dutch,advanced
qpllege3,8,1,festival,student,wait 24 hours,offline,several,15,1,2,female,23,dutch,advanced
qpllege3,9,3,museum,colleague,Great Wall of China,offline,none,7,0,3,female,23,dutch,advanced
qpllege3,10,3,bar,student,short Napoleon,offline,none,13,1,3,female,23,dutch,advanced
qpllege3,13,2,book store,colleague,short Napoleon,offline,several,13,1,3,female,23,dutch,advanced
qpllege3,14,5,park,friend,wait 24 hours,offline,none,15,1,2,female,23,dutch,advanced
qpllege3,15,2,festival,student,cracking knuckles,offline,none,2,1,3,female,23,dutch,advanced
qpllege3,18,3,movie theater,stranger,ostriches head in sand,offline,several,5,1,2,female,23,dutch,advanced
qpllege3,19,3,park,stranger,shaving hair,offline,several,3,1,1,female,23,dutch,advanced
qpllege3,20,4,train,colleague,eating before swimming,offline,none,4,0,2,female,23,dutch,advanced
qpllege3,21,4,museum,colleague,lightning never strikes twice,offline,none,8,0,1,female,23,dutch,advanced
qpllege3,23,3,bar,student,10% brain,offline,several,1,0,3,female,23,dutch,advanced
qpllege3,24,3,movie theater,friend,Vikings horned helmets,offline,several,12,0,2,female,23,dutch,advanced
qpllege3,26,3,train,stranger,heavy knights armor,offline,none,14,0,2,female,23,dutch,advanced
qpllege3,28,3,book store,student,lightning never strikes twice,offline,none,8,0,1,female,23,dutch,advanced
qpllege3,29,3,park,colleague,Middle Ages life expectancy,offline,none,11,0,1,female,23,dutch,advanced
qpllege3,30,2,university,friend,eating before swimming,offline,several,4,0,2,female,23,dutch,advanced
qpllege3,32,2,festival,friend,high altitude coin,offline,none,9,0,4,female,23,dutch,advanced
qpllege3,33,3,park,friend,ostriches head in sand,offline,several,5,1,2,female,23,dutch,advanced
qpllege3,34,3,train,friend,Vikings horned helmets,offline,none,12,0,2,female,23,dutch,advanced
qpllege3,35,3,festival,stranger,bulls red cape,offline,none,6,0,2,female,23,dutch,advanced
qpllege3,37,3,book store,friend,Columbus discovered America,offline,several,10,0,1,female,23,dutch,advanced
qpllege3,39,2,university,student,bulls red cape,offline,several,6,0,2,female,23,dutch,advanced
qpllege3,41,3,university,colleague,10% brain,offline,several,1,0,3,female,23,dutch,advanced
qpllege3,42,3,book store,stranger,high altitude coin,offline,several,9,0,4,female,23,dutch,advanced
qpllege3,43,2,museum,colleague,Eskimo words for snow,offline,none,16,0,3,female,23,dutch,advanced
qpllege3,44,2,bar,student,Middle Ages life expectancy,offline,several,11,0,1,female,23,dutch,advanced
qpllege3,45,3,movie theater,friend,cracking knuckles,offline,none,2,1,3,female,23,dutch,advanced
qpllege3,46,2,movie theater,colleague,cracking knuckles,offline,several,2,1,3,female,23,dutch,advanced
pxn1d95w,2,9,university,student,bulls red cape,offline,several,6,0,3,female,20,dutch,advanced
pxn1d95w,4,6,movie theater,stranger,Columbus discovered America,offline,several,10,1,1,female,20,dutch,advanced
pxn1d95w,5,9,train,colleague,shaving hair,offline,none,3,1,1,female,20,dutch,advanced
pxn1d95w,7,9,university,colleague,cracking knuckles,offline,several,2,0,2,female,20,dutch,advanced
pxn1d95w,10,8,museum,colleague,bulls red cape,offline,several,6,0,3,female,20,dutch,advanced
pxn1d95w,11,7,museum,stranger,cracking knuckles,offline,several,2,0,2,female,20,dutch,advanced
pxn1d95w,12,9,university,friend,10% brain,offline,several,1,0,3,female,20,dutch,advanced
pxn1d95w,13,8,festival,stranger,heavy knights armor,offline,none,14,1,4,female,20,dutch,advanced
pxn1d95w,14,9,movie theater,friend,lightning never strikes twice,offline,several,8,1,2,female,20,dutch,advanced
pxn1d95w,15,8,book store,stranger,ostriches head in sand,offline,several,5,0,2,female,20,dutch,advanced
pxn1d95w,16,8,park,stranger,Great Wall of China,offline,several,7,0,1,female,20,dutch,advanced
pxn1d95w,17,9,festival,friend,lightning never strikes twice,offline,several,8,1,2,female,20,dutch,advanced
pxn1d95w,20,9,book store,student,10% brain,offline,several,1,0,3,female,20,dutch,advanced
pxn1d95w,22,9,book store,student,cracking knuckles,offline,none,2,0,2,female,20,dutch,advanced
pxn1d95w,24,8,bar,stranger,high altitude coin,offline,none,9,0,2,female,20,dutch,advanced
pxn1d95w,26,9,park,friend,shaving hair,offline,none,3,1,1,female,20,dutch,advanced
pxn1d95w,27,9,bar,student,Vikings horned helmets,offline,several,12,0,1,female,20,dutch,advanced
pxn1d95w,28,8,museum,friend,eating before swimming,offline,several,4,0,1,female,20,dutch,advanced
pxn1d95w,29,9,university,friend,Great Wall of China,offline,none,7,0,1,female,20,dutch,advanced
pxn1d95w,31,8,festival,student,eating before swimming,offline,several,4,0,1,female,20,dutch,advanced
pxn1d95w,32,8,book store,colleague,Vikings horned helmets,offline,several,12,0,1,female,20,dutch,advanced
pxn1d95w,35,9,park,student,wait 24 hours,offline,several,15,0,3,female,20,dutch,advanced
pxn1d95w,36,9,train,student,bulls red cape,offline,none,6,0,3,female,20,dutch,advanced
pxn1d95w,38,8,bar,colleague,high altitude coin,offline,several,9,0,2,female,20,dutch,advanced
pxn1d95w,39,8,train,stranger,Eskimo words for snow,offline,several,16,0,3,female,20,dutch,advanced
pxn1d95w,40,8,movie theater,colleague,lightning never strikes twice,offline,several,8,1,2,female,20,dutch,advanced
pxn1d95w,41,9,museum,colleague,Middle Ages life expectancy,offline,none,11,0,5,female,20,dutch,advanced
pxn1d95w,42,9,park,student,ostriches head in sand,offline,several,5,0,2,female,20,dutch,advanced
pxn1d95w,44,9,movie theater,colleague,10% brain,offline,none,1,0,3,female,20,dutch,advanced
pxn1d95w,45,8,festival,student,Middle Ages life expectancy,offline,none,11,0,5,female,20,dutch,advanced
pxn1d95w,46,7,train,student,short Napoleon,offline,none,13,1,4,female,20,dutch,advanced
pxn1d95w,48,8,bar,stranger,ostriches head in sand,offline,several,5,0,2,female,20,dutch,advanced
xjan3k6n,1,4,university,stranger,ostriches head in sand,offline,none,5,1,5,female,19,dutch,fluent
xjan3k6n,2,9,museum,colleague,Middle Ages life expectancy,offline,none,11,0,3,female,19,dutch,fluent
xjan3k6n,4,4,museum,student,Eskimo words for snow,offline,several,16,0,4,female,19,dutch,fluent
xjan3k6n,5,9,movie theater,student,high altitude coin,offline,none,9,1,2,female,19,dutch,fluent
xjan3k6n,8,9,festival,friend,wait 24 hours,offline,none,15,0,3,female,19,dutch,fluent
xjan3k6n,9,6,park,stranger,10% brain,offline,several,1,0,5,female,19,dutch,fluent
xjan3k6n,10,9,university,friend,lightning never strikes twice,offline,none,8,0,2,female,19,dutch,fluent
xjan3k6n,11,8,book store,colleague,bulls red cape,offline,several,6,1,3,female,19,dutch,fluent
xjan3k6n,12,6,festival,student,cracking knuckles,offline,none,2,1,4,female,19,dutch,fluent
xjan3k6n,13,5,bar,student,Middle Ages life expectancy,offline,several,11,0,3,female,19,dutch,fluent
xjan3k6n,14,4,park,stranger,Eskimo words for snow,offline,several,16,0,4,female,19,dutch,fluent
xjan3k6n,15,8,bar,colleague,Great Wall of China,offline,several,7,0,2,female,19,dutch,fluent
xjan3k6n,16,5,train,student,eating before swimming,offline,several,4,1,4,female,19,dutch,fluent
xjan3k6n,17,8,train,colleague,short Napoleon,offline,none,13,1,4,female,19,dutch,fluent
xjan3k6n,18,6,movie theater,stranger,heavy knights armor,offline,none,14,1,1,female,19,dutch,fluent
xjan3k6n,22,9,bar,friend,bulls red cape,offline,several,6,1,3,female,19,dutch,fluent
xjan3k6n,23,6,train,student,shaving hair,offline,none,3,0,5,female,19,dutch,fluent
xjan3k6n,24,7,book store,colleague,Eskimo words for snow,offline,several,16,0,4,female,19,dutch,fluent
xjan3k6n,26,9,book store,friend,high altitude coin,offline,several,9,1,2,female,19,dutch,fluent
xjan3k6n,29,9,book store,friend,lightning never strikes twice,offline,none,8,0,2,female,19,dutch,fluent
xjan3k6n,30,4,movie theater,stranger,bulls red cape,offline,several,6,1,3,female,19,dutch,fluent
xjan3k6n,31,6,bar,stranger,ostriches head in sand,offline,none,5,1,5,female,19,dutch,fluent
xjan3k6n,32,4,train,stranger,high altitude coin,offline,several,9,1,2,female,19,dutch,fluent
xjan3k6n,34,6,museum,student,shaving hair,offline,none,3,0,5,female,19,dutch,fluent
xjan3k6n,35,5,park,stranger,Columbus discovered America,offline,none,10,0,3,female,19,dutch,fluent
